23,26
23,26
23,28
23,27
23,29
23,26
23,25
23,22
23,21
23,25
23,23
23,24
23,22
23,22
23,29
24,29
24,29
24,30
23,30
23,30
23,30
23,30
23,30
23,30
23,30
23,31
23,31
23,31
23,31
23,31
23,32
23,32
23,32
23,32
23,32
23,32
23,33
23,33
23,33
23,33
23,33
23,33
23,33
23,34
23,34
23,34
23,34
23,34
23,34
23,35
23,35
23,35
23,35
23,35
23,35
23,36
23,36
23,36
23,36
23,37
23,37
23,37
23,37
23,37
23,38
23,38
23,38
23,38
23,38
23,38
23,39
23,39
23,39
23,39
23,39
23,40
23,40
23,40
23,41
23,41
23,41
23,41
23,41
23,41
23,42
23,42
23,42
23,42
23,42
23,42
23,43
23,43
23,43
23,43
23,43
23,44
23,44
23,44
23,45
23,45
23,45
23,45
23,45
23,46
23,46
23,46
23,46
23,47
23,47
23,47
23,47
23,47
23,48
23,48
23,48
23,48
23,48
23,49
23,49
23,49
23,49
23,50
23,49
23,50
23,50
23,50
23,50
23,50
23,51
23,51
23,51
23,51
23,52
23,52
23,52
23,52
23,52
23,53
23,53
23,53
23,54
23,54
23,54
23,54
23,54
23,55
23,55
23,55
23,55
23,56
23,56
23,56
23,57
23,57
23,57
23,57
23,57
23,58
23,58
23,58
23,58
23,58
23,59
23,59
23,59
23,59
23,59
23,60
23,60
23,60
23,60
23,61
23,61
23,61
23,62
23,62
23,62
23,62
23,62
23,62
23,63
23,63
23,63
23,63
23,63
23,64
23,64
23,64
23,64
23,64
23,65
23,65
23,66
23,66
23,66
23,66
23,66
23,67
23,67
23,67
23,67
23,68
23,68
23,68
23,68
23,68
23,69
23,69
23,69
23,69
23,70
23,70
23,70
23,70
23,70
23,70
23,71
23,71
23,71
23,72
23,72
23,72
23,72
23,73
23,73
23,73
23,73
23,74
23,74
23,74
23,74
23,75
23,75
23,75
23,75
23,76
23,75
23,76
23,76
23,76
23,77
23,77
23,77
23,77
23,77
23,78
23,78
23,78
23,78
23,78
23,79
23,78
23,79
23,79
23,80
23,80
23,80
23,80
23,81
23,81
23,81
23,81
23,81
23,82
23,82
23,82
23,82
23,82
23,83
23,83
23,83
23,83
23,84
23,84
23,84
23,85
23,85
23,85
23,85
23,86
23,86
23,86
23,87
23,87
23,87
23,88
23,88
23,88
23,89
23,89
23,89
23,90
23,90
23,90
23,91
23,91
23,91
23,92
23,92
23,93
23,93
23,93
23,93
23,94
23,94
23,94
23,94
23,95
23,96
23,96
23,96
23,96
23,96
23,97
23,97
23,97
23,98
23,99
23,99
23,99
23,100
23,100
23,100
23,101
23,101
23,101
23,101
23,103
23,102
23,103
23,103
23,103
23,103
23,103
23,104
23,104
23,105
23,105
23,105
23,105
23,106
23,105
23,106
23,106
23,106
23,106
23,106
23,106
23,107
23,108
23,109
23,109
23,109
23,109
23,109
23,109
23,109
23,110
23,110
23,110
23,111
23,111
23,111
23,111
23,112
23,111
23,112
23,112
23,112
23,112
23,114
23,114
23,113
23,113
23,114
23,115
23,116
23,116
23,116
23,116
23,116
23,116
23,117
23,117
23,117
23,117
23,117
23,117
23,117
23,119
23,119
23,119
23,120
23,120
23,120
23,120
23,121
23,121
23,122
23,122
23,122
23,123
23,122
23,123
23,122
23,123
23,122
23,123
23,123
23,124
23,124
23,124
23,125
23,125
23,125
23,124
23,125
23,126
23,126
23,127
23,127
23,127
23,128
23,126
23,127
23,127
23,128
23,127
23,128
23,128
23,128
23,128
23,129
23,129
23,129
23,129
23,129
23,129
23,129
23,130
23,130
23,129
23,130
23,129
23,130
23,131
23,130
23,132
23,132
23,132
23,131
23,132
23,132
23,131
23,132
23,133
23,133
23,133
23,134
23,135
23,134
23,133
23,135
23,135
23,134
23,134
23,135
23,135
23,136
23,137
23,137
23,136
23,137
23,137
23,136
23,136
23,135
23,136
23,136
23,136
23,137
23,137
23,136
23,136
23,136
23,136
23,136
23,136
23,135
23,136
23,136
23,136
23,136
23,136
23,135
23,136
23,136
23,136
23,136
23,137
23,137
23,136
23,137
23,137
23,137
23,136
23,136
23,136
23,136
23,136
23,136
23,138
23,137
23,138
23,138
23,139
23,139
23,139
23,139
23,140
23,140
23,140
23,140
23,140
23,140
23,140
23,138
23,139
23,139
23,139
23,139
23,140
23,140
23,140
23,140
23,141
23,140
23,139
23,140
23,139
23,139
23,140
23,139
23,140
23,139
23,139
23,139
23,139
23,139
23,139
23,139
23,139
23,140
23,140
23,140
23,140
23,140
23,141
23,142
23,142
23,142
23,142
23,142
23,142
23,143
23,142
23,142
23,142
23,142
23,142
23,142
23,142
23,143
23,143
23,144
23,144
23,144
23,144
23,145
23,144
23,143
23,143
23,144
23,144
23,144
23,144
23,144
23,143
23,143
23,144
23,144
23,144
23,143
23,144
23,144
23,145
23,144
23,144
23,144
23,144
23,144
23,144
23,144
23,144
23,144
23,144
23,145
23,144
23,144
23,145
23,144
23,145
23,145
23,144
23,144
23,144
23,143
23,144
23,144
23,144
23,144
23,144
23,145
23,145
23,145
23,145
23,145
23,146
23,145
23,146
23,146
23,147
23,147
23,147
23,147
23,148
23,148
23,148
23,147
23,147
23,148
23,148
23,148
23,148
23,148
23,148
23,148
23,147
23,147
23,147
23,148
23,149
23,149
23,148
23,148
23,148
23,148
23,148
23,148
23,148
23,148
23,148
23,148
23,148
23,149
23,148
23,148
23,148
23,148
23,148
23,148
23,148
23,149
23,149
23,150
23,150
23,150
23,150
23,150
23,151
23,151
23,150
23,150
23,150
23,151
23,150
23,151
23,151
23,151
23,151
23,151
23,151
23,151
23,151
23,152
23,151
23,152
23,151
23,152
23,153
23,152
23,153
23,152
23,152
23,152
23,152
23,153
23,152
23,152
23,152
23,152
23,151
23,152
23,152
23,152
23,153
23,153
23,153
23,154
23,153
23,153
23,153
23,153
23,153
23,153
23,152
23,153
23,153
23,153
23,154
23,154
23,154
23,154
23,155
23,155
23,154
23,155
23,154
23,154
23,154
23,155
23,155
23,154
23,154
23,154
23,154
23,154
23,154
23,154
23,155
23,155
23,155
23,155
23,156
23,155
23,155
23,156
23,156
23,156
23,155
23,155
23,155
23,155
23,155
23,155
23,155
23,155
23,155
23,155
23,154
23,154
23,154
23,155
23,155
23,154
23,154
23,155
23,155
23,155
23,155
23,155
23,155
23,156
23,156
23,156
23,156
23,155
23,155
23,156
23,156
23,157
23,157
23,157
23,157
23,158
23,157
23,158
23,158
23,158
23,159
23,159
23,158
23,159
23,158
23,158
23,158
23,157
